text,likes,replies,date,sentiment
HAMAS got turned into HUMmus 😂😂😂😂,0,0,2025-03-01T03:42:43Z,0
"Very biased what can you expect from islamic terrorist supporting news channel 
Not one statement condemning of oct 7 act.
And neither they have displayed the data of how many hamaz men were killed.",0,0,2025-03-01T01:27:00Z,0
a simple word imbarrassing,0,0,2025-02-28T09:43:00Z,0
Go live and live in these ternnols,0,0,2025-02-27T23:33:36Z,0
"When they debate if it’s a baby or 18 year old, it just doesn’t matter, babies were killed, children, adults, the terrorists were indiscriminate and it was wrong what they did. There was so much evidence of torture and murder, it’s enough to know who Hamas is and they must be stopped.",2,0,2025-02-27T10:05:15Z,0
You reap what you sow Jews!,0,0,2025-02-26T22:43:17Z,0
Jewish people have lived in the land of Israel for over 3000 yrs. The land is theirs. Period.,1,0,2025-02-26T01:38:37Z,0
"After the horrors of 7/10, to see this video with the lies and realize that the world has lost a semblance of humanity and that is why there are disasters in the world until the coming of the Messiah and a new world without liars and wicked people, amen",1,0,2025-02-25T15:29:36Z,0
Was it an inside job someone gave out information because this was strategically planned,0,0,2025-02-25T06:39:48Z,0
Why is Israel lying about this situation you know why they want to justify all the killings they was about to do I'm convinced of this,0,0,2025-02-24T22:46:17Z,0
From the River to sea Palestine will be free.,0,0,2025-02-24T18:48:07Z,0
lol its almost all lie its vidio for 1 side what a joke,1,0,2025-02-24T10:30:40Z,0
Isa will not save you from dsjjal. kFR,0,0,2025-02-24T03:47:26Z,0
What will you say now Al Jazeera you keep on denying about the babies and hamaz just handed dead babies in coffins as hostages🤔🤔,2,0,2025-02-23T18:59:00Z,0
"Pallywood sponsored by Qatar films. 

Palestism should worry about Mossad, NEVER AGAIN.",7,1,2025-02-22T20:06:49Z,0
"Pallywood sponsored by Qatar films. 

Palestism should worry about Mossad, NEVER AGAIN.",1,0,2025-02-22T20:05:27Z,0
Your daily reminder that Al Jazeera was established and is primarily funded by the Qatari government.,4,0,2025-02-22T07:11:20Z,0
This is fake news 👎,2,1,2025-02-21T23:31:20Z,0
"So sorry for this over reaction, for all of it.  How are we to know the truth?  So many lies.  Please, let there be freedom and liberty and peace.",1,0,2025-02-21T21:22:19Z,0
"Hamas did some pretty ugly things, but the Israeli army is 10 times worse.",0,0,2025-02-21T20:44:06Z,0
Al Jazeera is almost unparalleled in the quality of its journalism.,2,0,2025-02-20T15:23:15Z,0
"True to form Al Jazeera is running a propaganda piece yet again. Stopped watching when they started weaving a narrative about how the horror killings of children was false news as well as indirectly accusing Israeli forces for the civilian casualties, which if any was accidental due to them acting in the face of extraordinary times of chaos and disorder. How about focussing on the terrorist rats who created the situation in the first place? 
Fake news outlets will not survive long though. Times are changing, thankfully.",3,0,2025-02-19T17:25:40Z,0
Interesting... Why not tell the whole story? 😂,2,0,2025-02-19T16:04:27Z,0
This Hamas is not a human.,3,0,2025-02-18T18:52:45Z,0
The truth shall set hou free.,0,0,2025-02-18T09:14:21Z,0
The day when Palestinian army entered the occupied Palestine❤,1,0,2025-02-17T03:08:43Z,0
Everyone remember: This should not have happened --- WOULD NOT have happened if Hamas did not invade Israel territory. Here there are 2 sides to the story which is good... but it happened because of Hamas invaded that territory. That is the truth. All of this that happened is caused by Hamas terrorism in that area. Very sad situation.,4,0,2025-02-15T13:00:43Z,0
They lie unlimited and an absurd way,0,0,2025-02-14T23:48:18Z,0
Does anyone know what's going on with the war crimes brought against netanyahu?,1,2,2025-02-14T19:39:52Z,0
CAN I PUT THIS ON MY CHANNEL? AND DUBBING WITH MY LANGUAGE? PLEASE DONT PUNCH ME WITH COPYRIGHT CLAIM. MY PURPOSE TO SHOW THE WORLD.,2,1,2025-02-14T17:35:31Z,0
"It's a real surprise that Al Jazeera, the media channel that works for Hamas, is publishing a film with so many lies and trying to distort the truth about what the Hamas monsters did on October 7th.",2,1,2025-02-14T11:56:45Z,0
"Gods, ignorance and politicians. A bad combination.",0,0,2025-02-13T21:11:31Z,0
"This is what true journalism looks like. Truly unbiased, factual reporting. Of course israel allowed october 7 to happen, manufactured and weaponized atrocities to justify their own.",1,0,2025-02-12T20:19:01Z,0
"Al Jazeera is an anti-Semitic propaganda channel that manipulates facts and spreads lies about everything it reports.
It presents 10% truth to appear balanced while distorting the remaining 90%.
Stop consuming this propaganda.
In Israel, every incident of crossfire is thoroughly investigated, and what is being presented here is a complete fabrication designed to falsely portray Israel as solely responsible.",1,1,2025-02-12T11:54:07Z,0
Hahaha can you believe anything coming from pro Islamic sources? Especially from the biased Al Jazeera!,1,2,2025-02-12T08:00:21Z,0
I don’t buy the claims that Israeli gov “ wrote off” the warnings of Hamas’ plans to breach the border. The usually heavily guarded border with both high powered tech & manpower was left unguarded on Oct 7. It’s evident Hamas was allowed to break through. This was the justification Netanyahu & Zionists needed to wage a “revenge “ war on Gaza.,0,0,2025-02-11T20:53:47Z,0
"so hammas knowingly killing thousands of civilians is fine 
but friendly heli collateral is what you harp on",2,0,2025-02-11T02:34:35Z,0
God Bless Israel and peace to Jerusalem  ❤️,0,0,2025-02-11T01:10:42Z,0
Talking about culture and believe,0,0,2025-02-10T15:07:04Z,0
You are radical Islam channel,1,1,2025-02-10T07:14:31Z,0
"God will judge you, Al Jazeera. By hurting the Jews you only hurt yourself.",1,1,2025-02-10T04:54:54Z,0
Excellent documentary! Much better than the pro Israel propaganda I've seen on BBC.,2,1,2025-02-09T12:04:28Z,0
Wow aljazeera went this far too make hamas lol good and blame the people😂,1,1,2025-02-08T02:50:26Z,0
Where is the conscience of the world?,1,0,2025-02-07T09:25:22Z,0
"This comment section proves how depraved, vile, incompetent and sick this world has become. I'm so disgusted and actually can't believe what I'm reading. This is the exact reason why the earth will never know peace.",1,4,2025-02-06T22:54:19Z,0
Find a way to download this before it gets taken down. Everybody who doesn’t pay as close attention as I and certain other people have for the last 16 or so months needs to see this!,2,1,2025-02-06T03:15:24Z,0
Well it seems to me like none of this s*** would have happened if Hamas hadn't crossed the border on October 7th and attacked Israel,2,1,2025-02-05T13:21:15Z,0
Al Jazeera = distorted news,2,1,2025-02-05T06:30:01Z,0
Why can’t I share this video?,0,0,2025-02-04T13:43:33Z,0
"The losses on both side , the suffering is on innocent people both side",0,0,2025-02-03T06:50:23Z,0
60 minutes CBS american channel should show summary at least..,0,0,2025-02-03T01:05:57Z,0
bibi netanyahu IS so comfortable  or SO GOOD at lying.,0,0,2025-02-03T00:08:00Z,0
So because a list didn’t show that babies were killed that discredits an eye witness account? SMH!,1,0,2025-02-02T18:55:57Z,0
There was no Pakistani gang rape or murders??????,0,0,2025-02-02T18:54:46Z,0
"Quand on cherche, on trouve.",1,0,2025-02-01T23:53:10Z,0
